Sentence_id	Prior_Emotion	Sentence	Temporal_Distance	Intensity	Duration	Gender	City	Country	Worker_id	Time	Anger	Disgust	Fear	Guilt	Joy	Sadness	Shame
458	Joy	I felt ... lying on a yacht sweeping though the waves off Southern Brazil with a cold beer in my hand.	Y	Mi	H	Fl	Shepherds Bush	GBR	90	11/28/2018 21:45:06	0	0	0	0	5	0	0
626	Shame	I felt ... when I forgot a hairdressers appointment.	Y	Vi	Sh	Ml	Chelmsford	GBR	91	11/26/2018 23:36:19	0	0	0	5	0	0	0
586	Shame	I felt ... after telling my aunt a little white lie as I didn't want to take her to a hospital appointment. I'm ... of my laziness.	D	Mi	Sh	Fl	Claremorris	IRL	98	11/22/2018 20:40:56	0	0	0	0	0	0	5
564	Shame	I felt ... when I was arrested for stealing.	Y	I	H	Ml	Norwich	GBR	77	11/22/2018 17:53:44	0	0	0	0	0	0	5
641	Shame	I felt ... when I shouted at someone for no good reason	M	Mi	H	Fl	Hull	GBR	74	11/26/2018 22:34:37	0	0	0	4	0	0	1
398	Joy	I felt ... when I finally managed to complete my undergraduate degree. I felt ... because it had been a long hard three years so when it was finally completed, I felt very ...	Y	Vi	Dom	Fl	Cheltenham	GBR	73	11/24/2018 07:48:29	0	0	0	0	5	0	0
578	Shame	I felt ... when I was caught stealing sweets as a child.	Y	I	H	Fl	Troon	GBR	125	11/25/2018 15:55:39	0	0	0	1	0	0	4
350	Guilt	I felt ... snogging a friend as I really did like his girlfriend.	Y	I	Dom	Fl	Shepherds Bush	GBR	90	11/26/2018 21:36:20	0	0	0	4	0	0	1
517	Sadness	I felt ... when I heard that an old work colleague had died.	M	I	Dom	Ml	Prescot	GBR	63	11/27/2018 18:50:10	0	0	0	0	0	5	0
640	Shame	I felt ... that a member of staff was being nice to me when I was not able to afford what they showed me and which suited me.	D	Mi	Sh	Fl	Shepherds Bush	GBR	90	11/26/2018 21:25:03	0	0	0	1	1	0	3
309	Guilt	I felt ... when my mate died and I wasn't there to help him.	Y	I	Dom	Ml	Norwich	GBR	77	11/22/2018 17:52:45	0	0	0	2	0	3	0
558	Sadness	I felt ... when my football team lost.	D	N	H	Ml	nan	GBR	88	11/28/2018 14:13:06	0	0	0	0	0	5	0
504	Sadness	I felt ... when my daughter miscarried her first child as she had been trying for a couple of years and was really looking forward to it. She would have been a lovely mother and it would have been another grand child for me.	M	I	Dom	Fl	Dulwich	GBR	86	11/25/2018 16:46:51	0	0	0	0	0	5	0
645	Shame	I felt ... when I shouted at a colleague for not doing the job properly and had to apologise.	M	I	Sh	Ml	Prescot	GBR	63	11/27/2018 18:55:40	0	0	0	2	0	0	3
588	Shame	I felt ... when I realized I had pulled out a pair of pants from my bag when I was getting my wallet out	M	I	Sh	Fl	Oxford	GBR	92	11/22/2018 22:55:07	0	0	0	0	0	0	5
315	Guilt	I felt ... when my dog decided to try to be too friendly with another dog and was a real pest. It was embarrassing and made me feel ... as the other dog owner was so nice about it.	D	Mi	H	Fl	Earith	GBR	62	11/23/2018 18:45:43	0	0	0	1	0	0	4
544	Sadness	I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.	Y	I	Dom	Fl	Cambridge	GBR	116	11/26/2018 21:21:32	0	0	0	0	0	5	0
323	Guilt	I feel ... that I am sitting at home eating too much when there are people starving in the world, and regular adverts on certain cable tv channels reminds me of this.	D	Mi	Fm	Ml	nan	GBR	68	11/25/2018 14:36:12	0	0	0	4	0	0	1
346	Guilt	I felt ... when I forgot to pick someone up for a lift.	Y	I	Sh	Ml	nan	GBR	88	11/26/2018 14:00:23	0	0	0	5	0	0	0
326	Guilt	I felt ... when I ran over a bird on the road.	Y	I	H	Fl	Workington	GBR	58	11/25/2018 20:34:59	0	0	0	3	0	2	0
324	Guilt	I felt ... about having let my debt situation get so bad that I ended up with a CCJ.	Y	I	Dom	Fl	Shepherds Bush	GBR	90	11/25/2018 16:09:12	0	0	0	1	0	0	4
613	Shame	I felt ... because I could not afford a foreign holiday for my family.	M	Mi	Dom	Ml	Bristol	GBR	87	11/28/2018 00:48:08	0	0	0	1	0	1	3
601	Shame	I felt ... when I had to file my divorce petition because I had to reveal the causes why my marriage failed.	Y	Vi	Dom	Fl	Workington	GBR	58	11/26/2018 12:36:49	0	0	0	0	0	0	5
572	Shame	I felt ... when I found money and did not hand it in.	Y	Mi	Fm	Ml	Chelmsford	GBR	91	11/23/2018 22:39:31	0	0	0	5	0	0	0
310	Guilt	I felt ... because I looked at all the stuff that Santa has organised for my children, and I felt ... for all the children who will get nothing.	D	I	Sh	Fl	Claremorris	IRL	98	11/22/2018 21:08:21	0	0	0	0	0	5	0
307	Guilt	I felt ... when i stole something from a shop.	Y	Mi	H	Fl	Hull	GBR	74	11/22/2018 15:22:09	0	0	0	5	0	0	0
331	Guilt	I felt ... when I scraped another car and drove off, so I drove back there to leave my Insurance details.	Y	I	H	Fl	Stoke-on-trent	GBR	92	11/26/2018 09:13:16	0	0	0	5	0	0	0
200	Fear	I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...	Y	Vi	Fm	Fl	Earith	GBR	62	11/23/2018 19:09:41	1	0	4	0	0	0	0
256	Fear	I felt ... when I was attacked by a huge dog while walking to my working place.	Y	Vi	Sh	Fl	nan	GBR	105	11/26/2018 10:33:07	0	0	5	0	0	0	0
92	Disgust	I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.	M	I	H	Ml	Norwich	GBR	77	11/21/2018 23:54:00	5	0	0	0	0	0	0
74	Anger	I felt ... when the Twin Towers in New York were destroyed in a terrorist attack.	Y	Mi	Dom	Ml	Paignton	GBR	101	11/27/2018 14:28:35	1	0	2	0	0	2	0
14	Anger	I felt ... because I saw in the news that a 98 year old man had been robbed and beaten up.	W	I	H	Fl	Caerphilly	GBR	86	11/22/2018 11:30:45	1	1	0	0	0	3	0
273	Fear	I felt ... a huge spider just plopped on down on the sofa besides me, staring me out.	Y	Mi	Fm	Ml	Bristol	GBR	87	11/28/2018 09:14:27	0	0	5	0	0	0	0
229	Fear	I felt ... when I nearly got ran over.	W	I	Fm	Fl	Sheffield	GBR	56	11/26/2018 17:26:31	1	0	4	0	0	0	0
251	Fear	I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.	Y	I	Fm	Ml	Paignton	GBR	101	11/27/2018 16:09:33	0	0	5	0	0	0	0
64	Anger	I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.	Y	I	Dom	Fl	Dulwich	GBR	86	11/26/2018 06:59:37	2	0	3	0	0	0	0
236	Fear	I felt ... when starting to open an envelope that I presumed contained the results of a hospital test I had taken recently.	W	Vi	Fm	Ml	nan	GBR	68	11/25/2018 14:34:44	0	0	5	0	0	0	0
4	Anger	I felt ... when someone made a racist comment to my friend while we were in the supermarket.	D	Vi	H	Fl	Hull	GBR	74	11/21/2018 21:12:56	3	2	0	0	0	0	0
52	Anger	I felt ... when someone accused me of spreading a rumour, but I had nothing to do with it.	Y	Vi	Sh	Fl	Hull	GBR	74	11/26/2018 22:38:42	4	1	0	0	0	0	0
118	Disgust	I felt ... when my son was slapped by a teaching assistant at school and said teaching assistant didn't tell me about it.	M	Vi	Dom	Fl	Cheltenham	GBR	58	11/23/2018 18:23:40	3	1	0	0	0	0	1
86	Anger	I felt ... when I was dumped by being ignored by the man I loved.	Y	Vi	Dom	Fl	Shepherds Bush	GBR	90	11/28/2018 21:40:48	1	0	0	0	0	4	0
42	Anger	I felt ... when I asked my ex husband to pick up a take away for us. He asked me to pick him up from the pub after I had finished working. I work as a District Nurse and work 10 hour shifts. I pulled up outside the pub and he was standing outside with a kebab in his hand for himself. I was very ... as I was really hungry then and he'd been in the pub most of the day.	Y	I	Dom	Fl	Dulwich	GBR	86	11/25/2018 16:34:34	5	0	0	0	0	0	0
124	Disgust	I felt ... when I ate something I thought was fresh pineapple and looked at the rest of it and saw it was squirming.	Y	I	H	Fl	Shepherds Bush	GBR	90	11/25/2018 16:01:13	0	5	0	0	0	0	0
168	Disgust	I felt ... when my mother forgot my daughter's birthday.	Y	Vi	Dom	Ml	Chelmsford	GBR	91	11/26/2018 23:29:57	2	0	0	1	0	2	0
73	Anger	I felt ... when the gas board dug up a local road.	D	Mi	Fm	Ml	Chelmsford	GBR	91	11/26/2018 23:33:26	4	0	0	1	0	0	0
262	Fear	I felt ... when I woke up from having a nightmare. When I awoke I felt ... in the dark and had to put the lights on and give myself some time to calm down.	W	N	Fm	Fl	Cambridge	GBR	116	11/26/2018 21:32:54	0	0	5	0	0	0	0
206	Fear	I felt ... when trying to go to the top of a set of high stairs to ride a water ride. The height made me ...	Y	I	Fm	Fl	Troon	GBR	55	11/25/2018 16:04:38	0	1	4	0	0	0	0
82	Anger	I felt ... when another dog owner told someone else that my dog was vicious when he is not.	M	Mi	Sh	Fl	Ely	GBR	62	11/28/2018 10:12:17	5	0	0	0	0	0	0
65	Anger	I felt ... when I saw on tv how Trump is dealing with immigrants from Mexico.	M	I	Sh	Fl	nan	GBR	105	11/26/2018 07:59:30	3	2	0	0	0	0	0
138	Disgust	I felt ... when I had bean soup.	D	I	Fm	Ml	Caldicot	GBR	106	11/27/2018 08:12:04	0	2	0	0	3	0	0
249	Fear	I felt ... because I had to have a general anaesthetic for an operation.	Y	I	Sh	Fl	Hull	GBR	74	11/26/2018 22:45:36	0	0	5	0	0	0	0
157	Disgust	I felt ... when I saw an old man being attacked at a football match.	Y	Vi	Fm	Ml	Chelmsford	GBR	91	11/26/2018 23:30:49	2	2	0	0	0	1	0
269	Fear	I felt ... when my son came out in a purple rash all over his body. The doctor didn't know what it was, nor did A&E. It was the not knowing how to help him that was worst.	Y	Vi	Dom	Fl	Ely	GBR	62	11/27/2018 18:47:23	0	0	4	1	0	0	0
19	Anger	I felt ... when I saw a news report of people rioting and looting in my country.	Y	I	Dom	Ml	Droitwich	GBR	119	11/22/2018 14:35:03	1	2	1	0	0	0	1
133	Disgust	I felt ... because the drain smelled.	W	Mi	Fm	Fl	Sheffield	GBR	56	11/26/2018 17:26:09	0	5	0	0	0	0	0
88	Disgust	I felt ... when I came across a dead cat in bits on the motorway, when I was driving earlier.	D	Vi	Fm	Fl	Claremorris	IRL	98	11/21/2018 20:25:16	0	1	0	0	0	4	0
62	Anger	I feel ... because my ex-husband lies to my children and always puts himself first.	W	I	H	Fl	Workington	GBR	58	11/25/2018 20:36:56	4	1	0	0	0	0	0
266	Fear	I felt ... when I could hear shouting outside my house. I really didn’t want to hear it, and I was ... to look out of the window. I was very ... and couldn’t settle and my breathing wasn’t very good.	M	Vi	Sh	Fl	Cheltenham	GBR	73	11/27/2018 06:11:48	2	0	3	0	0	0	0
137	Disgust	I felt ... when my ex-partner cheated on me numerous times. He did not even try to hide it, and when I look back on the situation I feel ...	Y	Mi	Sh	Fl	Cheltenham	GBR	73	11/27/2018 06:10:49	5	0	0	0	0	0	0
66	Anger	I felt ... because I was overlooked at work.	Y	I	Sh	Ml	nan	GBR	88	11/26/2018 08:26:42	3	0	0	0	0	2	0
243	Fear	I felt ... because I was walking around in the dark.	Y	Mi	Fm	Ml	nan	GBR	88	11/26/2018 08:29:01	0	0	5	0	0	0	0
132	Disgust	I felt ... when I saw a load of dog poo on the pavement that someone had trod in and smeared all over the pavement.	D	Vi	Fm	Fl	Bedford	GBR	97	11/26/2018 16:12:17	0	4	1	0	0	0	0
99	Disgust	I felt ... when I unblocked a drain filled with raw sewage.	Y	N	H	Ml	nan	GBR	88	11/22/2018 13:00:58	0	5	0	0	0	0	0
37	Anger	I felt ... when watching Prime Ministers Questions on TV at the way the MPs barracked and behaved. It was not appropriate.	W	Mi	H	Ml	Prescot	GBR	63	11/24/2018 09:09:45	2	2	0	0	0	0	1
139	Disgust	I felt ... when I stepped into a pile of dog excrement on the pavement.	Y	Mi	Fm	Ml	Paignton	GBR	101	11/27/2018 16:23:15	1	4	0	0	0	0	0
13	Anger	I felt ... when I was on a bus, it was evening and we where going through the down town area about 10 minutes from home. Suddenly, there was a loud bang and a shattering of glass at the back of the bus. Some louts threw a rock through the window, and although everyone was ok, they could have caused serious injury. I could see some kids laughing, I was sure they did it or just thought it was funny. It made me so ... to think what could have happened and what injuries could have occurred, and they were laughing.	M	Vi	H	Ml	London	GBR	82	11/22/2018 10:36:03	2	1	2	0	0	0	0
156	Disgust	I felt ... when I heard a man shouting at his girlfriend in a rather abusive manner.	W	Vi	Fm	Fl	Hull	GBR	74	11/26/2018 22:47:40	3	1	1	0	0	0	0
23	Anger	I felt ... when I saw somebody with their feet on a station seat.	Y	Vi	Fm	Ml	Chelmsford	GBR	91	11/23/2018 22:41:51	2	3	0	0	0	0	0
141	Disgust	I felt ... when I saw a drunk man falling about in the street.	W	Mi	Fm	Ml	Prescot	GBR	63	11/27/2018 19:05:31	0	2	0	0	0	3	0
15	Anger	I felt ... when somebody nearly crashed into me driving a bus.	Y	Mi	H	Ml	nan	GBR	88	11/22/2018 13:04:10	0	0	5	0	0	0	0
241	Fear	I felt ... before doing my driving test. I had taken important exams before and wasn't ... but for some reason my driving test was really ...	Y	Mi	Sh	Fl	Dulwich	GBR	86	11/26/2018 07:07:28	0	0	4	0	1	0	0
51	Anger	I felt ... when my brother and sister in law did not turn up for Christmas with my parents for days. Leaving me getting their anger about this unfairly inflicted on me.	Y	Vi	Dom	Fl	Shepherds Bush	GBR	90	11/26/2018 21:29:23	5	0	0	0	0	0	0
140	Disgust	I felt ... when someone I knew faked having cancer to win sympathy and approval. It all came out afterwards, and people had given money, time and energy into him.	Y	Vi	Sh	Fl	Ely	GBR	62	11/27/2018 18:48:56	3	2	0	0	0	0	0
195	Fear	I felt ... when I was climbing up a very high ladder and when I got to the top I panicked and froze. I had to be talked down by the man footing the ladder as I could not look down or move properly.	Y	Vi	Sh	Ml	Prescot	GBR	63	11/22/2018 13:34:36	0	0	5	0	0	0	0
97	Disgust	I felt ... when I was at a football game watching my favourite team, who were playing at home against their biggest local rivals. This was an important game in the season and involved silverware. My team was not really playing well and it showed at half time, as my team was losing. Hoping that things would turn around, I remember thinking that my team could still win this but this was not the way it worked out. My team was well beaten, the rival fans were jeering and I was absolutely ...	Y	Vi	Dom	Ml	Claremorris	IRL	118	11/22/2018 08:46:33	1	0	0	0	0	3	1
252	Fear	I felt ... because I was knocked off my bike by a car, and trapped between my bike and the car, on the edge of a steep verge. There was a moment when you didn't know which way it was going to go.	Y	I	Fm	Fl	Ely	GBR	62	11/27/2018 18:37:45	0	0	5	0	0	0	0
103	Disgust	I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.	W	N	Fm	Fl	Letchworth	GBR	59	11/22/2018 19:04:40	0	5	0	0	0	0	0
180	Disgust	I felt ... when I was watching a programme on television that was very gory. It involved a celebrity doing horrible challenges like eating witchety grubs.	D	Vi	Fm	Fl	Workington	GBR	58	11/28/2018 19:43:23	0	3	2	0	0	0	0
28	Anger	I felt ... that another teenage child had been bullying my son at high school, resulting in him injuring his wrist and requiring a visit to the local hospital.	M	Vi	Dom	Ml	nan	GBR	68	11/22/2018 15:35:51	5	0	0	0	0	0	0
78	Anger	I felt ... because the parents dropping their kids off to school were driving and parking dangerously.	D	Mi	Fm	Ml	Bristol	GBR	87	11/28/2018 09:16:53	4	1	0	0	0	0	0
186	Fear	I felt ... because my grand daughter was born via emergency C section.	W	Vi	Sh	Ml	Norwich	GBR	77	11/21/2018 23:52:49	0	0	2	0	3	0	0
104	Disgust	I felt ... when I opened a pea shell and found a maggot inside it.	Y	I	Sh	Fl	Oxford	GBR	92	11/22/2018 22:33:14	0	5	0	0	0	0	0
71	Anger	I felt ... when I discovered that I had been overcharged for some work on my car and that I could have had the job completed for a cheaper price.	W	N	H	Fl	Cambridge	GBR	116	11/26/2018 21:25:03	4	0	0	1	0	0	0
39	Anger	I was ... when my partner came home very drunk after a night out with his friends. He then proceeded to tell me everything that was wrong with myself and was very hurtful. I was so ... I didn’t speak to him for a week.	Y	Vi	Dom	Fl	Cheltenham	GBR	73	11/25/2018 07:33:10	4	0	0	0	0	1	0
70	Anger	I felt ... because my housemates were dicks.	Y	N	Dom	Fl	Sheffield	GBR	56	11/26/2018 17:17:42	4	0	0	0	0	0	1
189	Fear	I felt ... when I had to walk back alone after a night out in London, having recently been reading a lot of news about an increase in the occurrence of stabbings in the capital.	W	Mi	Sh	Ml	nan	GBR	68	11/22/2018 08:16:22	0	0	5	0	0	0	0
209	Fear	I felt ... when it was dark and I was in an unknown area.	D	I	Fm	Ml	Norwich	GBR	77	11/22/2018 17:56:04	0	0	5	0	0	0	0
258	Fear	I felt ... when I thought I had lost my wallet.	Y	I	Fm	Ml	nan	GBR	88	11/26/2018 14:01:10	0	0	4	0	0	1	0
190	Fear	I felt ... because I woke up one night recently and was convinced there was someone in my bedroom. I was ... to even breathe and was listening so closely to establish if indeed, there was someone in the room. After what seemed like an age, I ventured out of the bed and checked everywhere in the room, but found nobody. The ... that I felt affected me badly, so much so that I was unable to sleep any more that night.	W	I	Sh	Ml	Claremorris	IRL	118	11/22/2018 08:50:19	1	0	4	0	0	0	0
167	Disgust	I feel ... when I read about a recent case of animal cruelty in the newspaper.	D	I	Fm	Fl	Hull	GBR	74	11/26/2018 22:37:43	1	1	0	0	0	3	0
155	Disgust	I felt ... when I had to clean up after people.	M	N	Fm	Fl	Sheffield	GBR	56	11/26/2018 17:18:19	3	2	0	0	0	0	0
108	Disgust	I felt ... when I cleaned my child's room and found mugs that had sat there so long they had mould growing in them.	W	I	Fm	Fl	Cheltenham	GBR	58	11/24/2018 16:52:53	1	4	0	0	0	0	0
158	Disgust	I felt ... because my child projectile vomited all over his bed, himself and the wall.	Y	Mi	Sh	Fl	Ely	GBR	62	11/27/2018 18:51:54	0	4	0	0	0	1	0
179	Disgust	I felt ... reading about the life of the Kardashians.	W	Vi	Fm	Ml	nan	GBR	88	11/28/2018 14:15:03	0	2	0	0	3	0	0
130	Disgust	I feel ... when I see news headlines on television of how people have not cared for their children or have abused them.	M	Vi	Dom	Fl	Workington	GBR	58	11/26/2018 12:38:47	0	1	0	0	0	4	0
45	Anger	I felt ... when I found out I was trapped in a lift, because they had forgotten to do the proper maintenance.	M	I	Fm	Fl	nan	GBR	105	11/26/2018 12:23:37	2	0	3	0	0	0	0
222	Fear	I felt ... because I had to climb a high ladder.	M	Mi	Fm	Ml	nan	GBR	88	11/26/2018 08:28:36	0	0	5	0	0	0	0
232	Fear	I felt ... because there was a very loud and unexpected bang behind me.	W	Vi	Fm	Fl	Hull	GBR	74	11/26/2018 22:40:08	0	0	5	0	0	0	0
131	Disgust	I feel ... when I see how some people live on television.	M	Mi	Fm	Ml	nan	GBR	88	11/26/2018 13:46:22	0	2	0	0	0	2	1
233	Fear	I felt ... when on one of my first airline flights when we hit some air turbulence and the plane was bouncing up and down.	Y	Mi	Fm	Ml	Paignton	GBR	101	11/27/2018 15:44:50	0	0	5	0	0	0	0
106	Disgust	I felt ... when my dog ate his own poo. I do apologize. He now is more selective and just eats fresh poo of other dogs. Still ...	M	Mi	H	Fl	Earith	GBR	62	11/23/2018 19:05:33	0	5	0	0	0	0	0
76	Anger	I felt ... when someone said my dog was scruffy.	W	I	Sh	Ml	Prescot	GBR	63	11/27/2018 18:59:03	2	0	0	0	0	2	1
162	Disgust	I felt ... when I was served almost a chicken head as a traditional dish in the south of Italy.	Y	Mi	Fm	Fl	nan	GBR	105	11/26/2018 10:34:09	0	5	0	0	0	0	0
77	Anger	I felt ... when we lost the Referendum on brexit.	Y	I	Dom	Ml	Bristol	GBR	87	11/28/2018 00:50:55	0	0	1	0	0	4	0
265	Fear	I felt ... when I was last interviewed for a job.	Y	Mi	H	Ml	Chelmsford	GBR	91	11/26/2018 23:26:14	1	0	3	0	1	0	0
3	Anger	I felt ... when a drunk man insulted my intelligence.	W	I	Fm	Fl	Claremorris	IRL	98	11/21/2018 20:24:12	5	0	0	0	0	0	0
192	Fear	I felt ... on the last flight I took because there was a lot of turbulence the plane wasn't very big and it kept dropping. Some children were crying and it really ... me.	W	I	H	Fl	Caerphilly	GBR	86	11/22/2018 11:38:09	0	0	5	0	0	0	0
100	Disgust	I felt ... when I had to clean up some fairly ... cat puke from the sofa this morning.	D	N	Fm	Fl	Claremorris	IRL	96	11/22/2018 13:10:12	0	5	0	0	0	0	0
278	Fear	I felt ... when there was an unexplained withdrawal from my bank account and thought I was being fleeced. It was eventually corrected.	M	Vi	Sh	Ml	Prescot	GBR	63	11/28/2018 10:29:45	4	0	1	0	0	0	0
182	Fear	I felt ... because I was delivering leaflets around a run down housing estate and there was a a menacing atmosphere.	Y	I	H	Fl	Bury	GBR	60	11/21/2018 19:44:05	0	0	4	1	0	0	0
112	Disgust	I felt ... when I stepped in some dog excrement whilst walking on a footpath to the library.	D	Vi	Fm	Ml	nan	GBR	68	11/22/2018 15:38:06	1	4	0	0	0	0	0
202	Fear	I felt ... when I got told there was an irregularity in my heart ECG called "long QT" after a regular check up conducted by a nurse who couldn't give me more information at the time because of not being qualified. While waiting for a doctor to give me further information, I started to feel intermittent pain in my chest a couple of days later, I felt like I could be having a heart attack at any moment, although I wasn't certain whether it was also psychosomatic because I was ... about it and I didn't want to call an ambulance wasting their time either, this pain went on for quite a few days on and off and gave me constant ... I had a ... of literally dropping dead, since I read online that this was a genuine risk with "long QT" and it caused ... especially since I live alone. A friend and neighbour were given a key and checked up on me regularly, but it didn't take the ... away. I also ensured I carried my phone with me, even to the toilet and I was reluctant to exercise, every time the pain increased I felt a lot of ... wondering if this is going to be it, it made me feel almost sick inside down to the stomach. PS: I was taking a medication that was said to have possibly caused the issue and after quickly cutting down (faster than advised by my doctor) my ECG was fine again just over a week later and the pain stopped. I am autistic if that has any relevance.	M	I	Dom	Ml	Leigh	GBR	79	11/24/2018 14:52:33	0	0	4	0	1	0	0
205	Fear	I felt ... when I was trapped in a subway train in New York with a crazy person threatening me and my friends with a broken bottle.	Y	Vi	H	Fl	Shepherds Bush	GBR	90	11/25/2018 16:03:23	0	0	5	0	0	0	0
175	Disgust	I felt ... when I smelled the garbage bin.	W	Mi	H	Ml	Caldicot	GBR	106	11/28/2018 09:36:03	0	5	0	0	0	0	0
146	Disgust	I felt ... when I saw somebody kicking their dog.	W	I	H	Ml	Norwich	GBR	77	11/25/2018 18:10:17	3	1	0	0	0	1	0
35	Anger	I felt ... because my husband's former wife kept his children away for him one weekend and influenced them not to see us.	Y	I	H	Fl	Earith	GBR	62	11/23/2018 19:03:59	5	0	0	0	0	0	0
203	Fear	I felt ... when my partner's four year old daughter went missing in a supermarket.	Y	Vi	Fm	Fl	Cheltenham	GBR	58	11/24/2018 16:52:19	0	0	5	0	0	0	0
95	Disgust	I felt ... when I had to clean a very old toilet in a country house and the loo was very dirty and made me sick.	Y	I	Fm	Fl	nan	GBR	105	11/22/2018 07:53:32	0	5	0	0	0	0	0
135	Disgust	I felt ... when I walked past a pool of vomit in the street	D	I	Fm	Fl	Hull	GBR	74	11/26/2018 22:39:27	0	5	0	0	0	0	0
173	Disgust	I felt ... because the milk I put in my coffee had lumps in it.	M	Mi	Fm	Ml	Bristol	GBR	87	11/28/2018 09:15:58	0	5	0	0	0	0	0
81	Anger	I felt ... at the supermarket checkout, waiting behind a woman who insisted on paying for her weekly shop with a combination of small change and vouchers, making me go late home.	D	I	Fm	Ml	nan	GBR	68	11/28/2018 09:59:50	5	0	0	0	0	0	0
40	Anger	I felt ... when someone I gave a job to lied about me to my boss and helped get me fired.	Y	Vi	Dom	Fl	Shepherds Bush	GBR	90	11/25/2018 15:56:56	5	0	0	0	0	0	0
48	Anger	I felt ... when I was kept waiting by a sales assistant.	M	N	Fm	Ml	nan	GBR	88	11/26/2018 13:47:06	4	0	0	0	0	0	1
219	Fear	I felt ... when I had to go into hospital for an angiogram. I was ... that something would go wrong and I would die. It was a horrible feeling.	M	Vi	Dom	Fl	Cheltenham	GBR	73	11/25/2018 07:36:13	0	0	5	0	0	0	0
270	Fear	I felt ... when I had to climb a ladder to do a job on the gutters.	M	I	H	Ml	Prescot	GBR	63	11/27/2018 19:08:04	0	0	5	0	0	0	0
93	Disgust	I felt ... when yesterday I watched a lady let her dog poo outside my back gate and then just walk off without picking it up. It was ... and I really don’t like people who let that happen and don’t pick it up.	D	Mi	Fm	Fl	Cheltenham	GBR	73	11/22/2018 05:35:36	0	5	0	0	0	0	0
69	Anger	I felt ... because my son stripped the wallpaper in the hall where he was supposed to be sitting for time out when he was a little boy.	Y	I	Sh	Fl	Bedford	GBR	97	11/26/2018 16:06:49	4	0	0	0	0	0	1
208	Fear	I felt ... when I was ten years old and trying to get to sleep after staying up late, unknown to my parents, to watch a late night hammer horror film.	Y	I	Sh	Ml	nan	GBR	68	11/22/2018 15:42:58	0	0	4	1	0	0	0
223	Fear	I felt ... when I lay awake during the night and kept hearing unusual sounds coming from downstairs, though I tried to rationalise them so as not to get up and investigate.	Y	Mi	H	Ml	nan	GBR	68	11/26/2018 11:43:48	0	0	5	0	0	0	0
96	Disgust	I felt ... that the boss of a betting company had paid herself over two hundred million pounds this year, all earned off the backs of many people being forced into debt.	D	I	Fm	Ml	nan	GBR	68	11/22/2018 08:14:34	4	1	0	0	0	0	0
196	Fear	I felt ... when climbing some rocks because of the height and the danger of slipping.	M	I	Fm	Ml	Droitwich	GBR	119	11/22/2018 14:43:14	0	0	5	0	0	0	0
9	Anger	I felt ... because my best friend visited the United States and was mugged at gunpoint and ended up with a broken arm which was bad enough, but then the police officers who took the complaint made him feel like it was all his fault and that they had no interest in doing anything about it even though he gave them more than enough details.	Y	Vi	Dom	Ml	Eastbourne	GBR	103	11/22/2018 07:25:59	5	0	0	0	0	0	0
235	Fear	I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.	M	Vi	Sh	Ml	Prescot	GBR	63	11/27/2018 19:09:33	0	0	1	1	0	3	0
238	Fear	I felt ... when walking alone after dark in an unknown area.	M	Mi	Fm	Ml	Norwich	GBR	77	11/25/2018 18:08:37	0	0	5	0	0	0	0
59	Anger	I felt ... that my bank had charged me so much for briefly exceeding my overdraft limit, considering how many hours it would take me to earn that amount in the outside world.	W	Vi	Fm	Ml	nan	GBR	68	11/25/2018 14:31:16	4	1	0	0	0	0	0
21	Anger	I felt ... when me and my friend were talking. He insulted me.	D	N	Fm	Ml	Caldicot	GBR	106	11/23/2018 10:19:04	5	0	0	0	0	0	0
85	Anger	I felt ... when someone overtook my car on a blind bend and nearly caused an accident.	D	I	Fm	Fl	Workington	GBR	58	11/28/2018 19:44:07	3	0	2	0	0	0	0
268	Fear	I felt ... when I was a boy living with my Mother. On one occasion she did not come home at the expected time. I was alone in the house at quite a young age. I was about seven or eight at the time. It was not for another couple of hours before she eventually came home.	Y	I	Sh	Ml	Paignton	GBR	101	11/27/2018 15:48:38	1	0	4	0	0	0	0
237	Fear	I felt ... when I saw someone else got stabbed near me in Cartagena in Colombia.	Y	I	H	Fl	Shepherds Bush	GBR	90	11/25/2018 16:06:04	0	0	5	0	0	0	0
216	Fear	I felt ... because my son had a lump come up under his arm. It turned out to be benign, but it is ... when you see your child ill for any reason.	Y	Vi	Dom	Fl	Earith	GBR	62	11/23/2018 19:11:47	0	0	5	0	0	0	0
72	Anger	I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.	W	Vi	Fm	Fl	Hull	GBR	74	11/26/2018 22:48:19	3	2	0	0	0	0	0
267	Fear	I felt ... when I watched a scary movie at the night.	W	Mi	H	Ml	Caldicot	GBR	106	11/27/2018 10:03:49	0	0	5	0	0	0	0
